software15,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,CloAct
ant_main(10)15%=0.15,0.096551724,0,0.096551724,0.110344828,0.110344828,0.110344828,0.110344828,0.110344828,0.110344828,0.110344828,0.137931034,0.127028934
argouml(12)15%=0.15,0.143988481,0,0.143988481,0.158387329,0.158387329,0.143988481,0.158387329,0.172786177,0.172786177,0.172786177,0.172786177,0.179573513
jedit(7)15%=0.15,0.082039262,0,0.070319367,0.082039262,0.082039262,0.070319367,0.082039262,0.082039262,0.082039262,0.082039262,0.082039262,0.082328727
jgap(18)15%=0.15,0.373134326,0,0.348258708,0.27363184,0.27363184,0.373134326,0.149253732,0.149253732,0.149253732,0.174129354,0.174129354,0.218579235
jhotdraw(9)15%=0.15,0.198675497,0,0.198675497,0.198675497,0.198675497,0.198675497,0.176600442,0.176600442,0.154525387,0.198675497,0.198675497,0.280373832
jmeter_core(14)15%=0.15,0.33962264,0.075471699,0.301886796,0.33962264,0.33962264,0.301886796,0.188679246,0.188679246,0.188679246,0.264150943,0.301886796,0.27424094
JPMC(24)15%=0.15,0.086862108,0.086862108,0,0.304017367,0.304017367,0.043431054,0.086862108,0.043431054,0.13029316,0.043431054,0,0.045197741
Maze(27)15%=0.15,0.321285142,0.321285142,0.321285142,0.42838019,0.42838019,0.481927721,0.535475222,0.535475222,0.535475222,0.535475222,0.481927721,0.489795929
neuroph(24)15%=0.15,0.476190476,0.03968254,0.476190476,0.357142857,0.357142857,0.277777773,0.476190476,0.515873025,0.515873025,0.476190476,0.515873025,0.560949309
tomcat(28)15%=0.15,0.157927985,0.018951358,0.164245104,0.10739103,0.10739103,0.170562224,0.132659507,0.113708149,0.10739103,0.151610866,0.164245104,0.170968272
Xerces(6)15%=0.15,0.075400566,0,0.075400566,0.050267044,0.050267044,0.075400566,0.037700283,0.037700283,0.037700283,0.075400566,0.075400566,0.078431373
